cyma_customer_number,,cyma_code,agid,workorder_id,submitted_date,device_status,part_number,serial_number,date_received,assigned_to,repaired_by,date_repaired,hold_reason,protectionplan_id,repair_loc,billing_co,request_id,job,requester,request_datetime,request_status,item_number,return_reason,invoice_number
GRANDISLANDCSD,,AB1,2160716524330,160716,03/02/2022,received,REPAIR-DELL-CRM3100,GNNB6Y2,03/04/2022,bgreenawalt,,,,,PA,PA,257081,297902,bgreenawalt,04/11/2022,requested parts received and scanned in by tech,AG-51902IN1-KB00,,
GRANDISLANDCSD,,AB1,2160716524330,160716,03/02/2022,received,REPAIR-DELL-CRM3100,GNNB6Y2,03/04/2022,bgreenawalt,,,,,PA,PA,257082,297902,bgreenawalt,04/11/2022,requested parts received and scanned in by tech,AG-31002IN1-BC00R,,
GRANDISLANDCSD,,AB1,2160716524330,160716,03/02/2022,received,REPAIR-DELL-CRM3100,GNNB6Y2,03/04/2022,bgreenawalt,,,,,PA,PA,257083,297902,bgreenawalt,04/11/2022,requested parts received and scanned in by tech,AG-31002IN1-US00R,,
GRANDISLANDCSD,,AB1,2160716524332,160716,03/02/2022,hold,REPAIR-DELL-CRM3100,JWLY6Y2,03/04/2022,bgreenawalt,,,Logicboard,,PA,PA,257281,297933,bgreenawalt,04/11/2022,requested parts received and scanned in by tech,AG-31002IN1-BC00R,,
GRANDISLANDCSD,,AB1,2160716524333,160716,03/02/2022,received,REPAIR-DELL-CRM3100,DLM86Y2,03/04/2022,bgreenawalt,,,,,PA,PA,257075,297918,bgreenawalt,04/11/2022,requested parts received and scanned in by tech,AG-51902IN1-KB00,3,
GRANDISLANDCSD,,AB1,2160716524333,160716,03/02/2022,received,REPAIR-DELL-CRM3100,DLM86Y2,03/04/2022,bgreenawalt,,,,,PA,PA,257076,297918,bgreenawalt,04/11/2022,requested parts received and scanned in by tech,AG-31002IN1-LC00R,3,
ELLENSBURGSD401,,AB1,2160738524413,160738,03/02/2022,hold,REPAIR-HP-11G8EE,5CD028K4ZB,03/09/2022,rsmith,,,Parts,,PA,PA,257816,298366,rsmith,04/12/2022,all parts on request used or returned,AG-11AG8EE-LB00R,,
ELLENSBURGSD401,,AB1,2160738524413,160738,03/02/2022,hold,REPAIR-HP-11G8EE,5CD028K4ZB,03/09/2022,rsmith,,,Parts,,PA,PA,257818,298366,rsmith,04/12/2022,all parts on request used or returned,AG-11G8EE-BC00R,,
ELLENSBURGSD401,,AB1,2160738524413,160738,03/02/2022,hold,REPAIR-HP-11G8EE,5CD028K4ZB,03/09/2022,rsmith,,,Parts,,PA,PA,257819,298366,rsmith,04/12/2022,all parts on request used or returned,AG-11G8EE-BT00,,
SWCHESTERBOCES,,AB1,2160806524623,160806,03/03/2022,hold,REPAIR-ACER-R751T,NXGNJAA002726110847600,03/07/2022,rsmith,,,Parts,,PA,PA,250490,292385,rsmith,03/28/2022,all parts on request used or returned,6M.GNJN7.001,,
SWCHESTERBOCES,,AB1,2160806524624,160806,03/03/2022,hold,REPAIR-ACER-R751T,NXGNJAA002728063C57600,03/07/2022,rsmith,,,Logicboard,,PA,PA,253592,292383,rsmith,04/04/2022,all parts on request used or returned,AG-R751T-US00,,
SWCHESTERBOCES,,AB1,2160806524627,160806,03/03/2022,hold,REPAIR-DELL-CRM3180,G8RK1G2,03/07/2022,rsmith,,,Logicboard,,PA,PA,253609,292380,rsmith,04/04/2022,all parts on request used or returned,AG-3180-HC00R,,
SWCHESTERBOCES,,AB1,2160806524627,160806,03/03/2022,hold,REPAIR-DELL-CRM3180,G8RK1G2,03/07/2022,rsmith,,,Logicboard,,PA,PA,253610,292380,rsmith,04/04/2022,all parts on request used or returned,AG-3180-CL00R,,
SWCHESTERBOCES,,AB1,2160806524627,160806,03/03/2022,hold,REPAIR-DELL-CRM3180,G8RK1G2,03/07/2022,rsmith,,,Logicboard,,PA,PA,253611,292380,rsmith,04/04/2022,all parts on request used or returned,AG-3180-SP00,,
SWCHESTERBOCES,,AB1,2160806524627,160806,03/03/2022,hold,REPAIR-DELL-CRM3180,G8RK1G2,03/07/2022,rsmith,,,Logicboard,,PA,PA,253612,292380,rsmith,04/04/2022,all parts on request used or returned,AG-3180-AB00R,,
HENRYCOUNTYPUBL,,AB1,2160810524635,160810,03/03/2022,received,REPAIR-IPAD6,DMRW62DXJF8J,03/09/2022,tkeyser,,,,,PA,PA,256789,297884,tkeyser,04/11/2022,requested parts received and scanned in by tech,IPA601-HC,,
HENRYCOUNTYPUBL,,AB1,2160810524636,160810,03/03/2022,received,REPAIR-IPAD6,DMQW5NBSJF8J,03/09/2022,tkeyser,,,,,PA,PA,256223,297274,tkeyser,04/08/2022,requested parts received and scanned in by tech,MIPA601-HC,,
HENRYCOUNTYPUBL,,AB1,2160810524636,160810,03/03/2022,received,REPAIR-IPAD6,DMQW5NBSJF8J,03/09/2022,tkeyser,,,,,PA,PA,264093,297274,tkeyser,04/27/2022,requested parts received and scanned in by tech,IPA602-HC,,
HENRYCOUNTYPUBL,,AB1,2160810524639,160810,03/03/2022,received,REPAIR-IPAD6,GG8YVGNEJF8J,03/09/2022,tkeyser,,,,,PA,PA,256023,297146,tkeyser,04/08/2022,all parts on request used or returned,MIPA601-HC,,
ELPASOISD,,AB1,2160850524817,160850,03/03/2022,hold,REPAIR-MBA-13-2017-A1466,FVHYNQACJ1WK,03/14/2022,dmelton,,,Logicboard,,PA,PA,255691,291340,dmelton,04/07/2022,requested parts received and scanned in by tech,661-7465,,
ELPASOISD,,AB1,2160850524817,160850,03/03/2022,hold,REPAIR-MBA-13-2017-A1466,FVHYNQACJ1WK,03/14/2022,dmelton,,,Logicboard,,PA,PA,256210,291340,dmelton,04/08/2022,requested parts received and scanned in by tech,A1496,,
ELPASOISD,,AB1,2160850524817,160850,03/03/2022,hold,REPAIR-MBA-13-2017-A1466,FVHYNQACJ1WK,03/14/2022,dmelton,,,Logicboard,,PA,PA,256212,291340,dmelton,04/08/2022,requested parts received and scanned in by tech,923-0439,,
ELPASOISD,,AB1,2160850524817,160850,03/03/2022,hold,REPAIR-MBA-13-2017-A1466,FVHYNQACJ1WK,03/14/2022,dmelton,,,Logicboard,,PA,PA,257730,291340,dmelton,04/12/2022,requested parts received and scanned in by tech,923-0440,,
ELPASOISD,,AB1,2160850524817,160850,03/03/2022,hold,REPAIR-MBA-13-2017-A1466,FVHYNQACJ1WK,03/14/2022,dmelton,,,Logicboard,,PA,PA,257731,291340,dmelton,04/12/2022,requested parts received and scanned in by tech,661-7480,,
ELPASOISD,,AB1,2160850524818,160850,03/03/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLWK4J1WK,03/14/2022,dmelton,,,,,PA,PA,255765,291437,dmelton,04/07/2022,requested parts received and scanned in by tech,923-0440,,
ELPASOISD,,AB1,2160850524818,160850,03/03/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLWK4J1WK,03/14/2022,dmelton,,,,,PA,PA,255766,291437,dmelton,04/07/2022,requested parts received and scanned in by tech,923-0441,,
ELPASOISD,,AB1,2160850524818,160850,03/03/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLWK4J1WK,03/14/2022,dmelton,,,,,PA,PA,255767,291437,dmelton,04/07/2022,requested parts received and scanned in by tech,661-7465,,
ELPASOISD,,AB1,2160850524818,160850,03/03/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLWK4J1WK,03/14/2022,dmelton,,,,,PA,PA,255768,291437,dmelton,04/07/2022,requested parts received and scanned in by tech,923-0438,,
ELPASOISD,,AB1,2160850524818,160850,03/03/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLWK4J1WK,03/14/2022,dmelton,,,,,PA,PA,255769,291437,dmelton,04/07/2022,requested parts received and scanned in by tech,923-0439,,
ELPASOISD,,AB1,2160850524818,160850,03/03/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLWK4J1WK,03/14/2022,dmelton,,,,,PA,PA,255770,291437,dmelton,04/07/2022,requested parts received and scanned in by tech,A1496,,
ELPASOISD,,AB1,2160850524818,160850,03/03/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLWK4J1WK,03/14/2022,dmelton,,,,,PA,PA,255771,291437,dmelton,04/07/2022,requested parts received and scanned in by tech,661-7480-B,,
MAYFIELDCITY,,SS1,2160904525115,160904,03/04/2022,received,REPAIR-HP-11-X360-G3-EE,5CD0127LJM,03/17/2022,ffagaly,,,,,PA,PA,249116,291341,ffagaly,03/24/2022,requested parts received and scanned in by tech,AG-X36011MKG3EET-LC00,,
HARBORCREEKSD,,PJ1,2160910525155,160910,03/04/2022,hold,REPAIR-HP-11G7EE,5CD9360CDX,03/08/2022,bgreenawalt,,,Logicboard,,PA,PA,257411,298328,bgreenawalt,04/11/2022,requested parts received and scanned in by tech,AG-11G7EE-US00,,
CARLISLEAREA,,AB1,2160968525474,160968,03/04/2022,hold,REPAIR-IPAD6,dmpx3wsyjf8j,03/11/2022,abrubaker,abrubaker,,Logicboard,,PA,PA,262583,301070,abrubaker,04/23/2022,requested parts received and scanned in by tech,IPAABAT,,
CARLISLEAREA,,AB1,2160968525474,160968,03/04/2022,hold,REPAIR-IPAD6,dmpx3wsyjf8j,03/11/2022,abrubaker,abrubaker,,Logicboard,,PA,PA,261082,301070,abrubaker,04/20/2022,all parts on request used or returned,MIPA601-HC,,
CARLISLEAREA,,AB1,2160968525476,160968,03/04/2022,received,REPAIR-IPAD6,dmpx3nydjf8j,03/11/2022,kmay,kmay,,,,PA,PA,261021,301263,kmay,04/20/2022,all parts on request used or returned,IPAAHPJ,,
CARLISLEAREA,,AB1,2160968525476,160968,03/04/2022,received,REPAIR-IPAD6,dmpx3nydjf8j,03/11/2022,kmay,kmay,,,,PA,PA,261135,301263,kmay,04/20/2022,all parts on request used or returned,MIPA601-HC,,
CARLISLEAREA,,AB1,2160968525476,160968,03/04/2022,received,REPAIR-IPAD6,dmpx3nydjf8j,03/11/2022,kmay,kmay,,,,PA,PA,263175,301263,kmay,04/25/2022,all parts on request used or returned,IPA5CAMF,,
CARLISLEAREA,,AB1,2160968525476,160968,03/04/2022,received,REPAIR-IPAD6,dmpx3nydjf8j,03/11/2022,kmay,kmay,,,,PA,PA,265022,301263,kmay,04/28/2022,all parts on request used or returned,IPAA2CAMR,,
ELPASOISD,,AB1,2160981525511,160981,03/06/2022,received,REPAIR-MBA-11-2015-A1465,C02TT7ZTGFWM,03/14/2022,dmelton,,,,,PA,PA,253169,290056,dmelton,04/04/2022,requested parts received and scanned in by tech,923-0432,,
ELPASOISD,,AB1,2160981525511,160981,03/06/2022,received,REPAIR-MBA-11-2015-A1465,C02TT7ZTGFWM,03/14/2022,dmelton,,,,,PA,PA,253170,290056,dmelton,04/04/2022,requested parts received and scanned in by tech,661-7465,,
ELPASOISD,,AB1,2160981525511,160981,03/06/2022,received,REPAIR-MBA-11-2015-A1465,C02TT7ZTGFWM,03/14/2022,dmelton,,,,,PA,PA,265441,290056,dmelton,04/29/2022,requested parts received and scanned in by tech,661-7473,,
MILLBROOKCSD,,DF1,2160993525566,160993,03/07/2022,received,REPAIR-DELL-CRM3100,334T6Y2,03/10/2022,rsmith,,,,,PA,PA,257855,298340,rsmith,04/12/2022,all parts on request used or returned,AG-3100-BC00R,,
MOORESVILLEGRAD,,JBB,2161009525624,161009,03/07/2022,hold,REPAIR-MBA-13-2017-A1466,FVFDN037J1WT,03/09/2022,jdemichelis,,,Parts,2002,PA,PA,251393,293298,mstevens,03/30/2022,all parts on request used or returned,LP133WP1-TJA7-W,,
MOORESVILLEGRAD,,JBB,2161009525627,161009,03/07/2022,hold,REPAIR-MBA-13-2017-A1466,FVFDM3WSJ1WT,03/09/2022,jdemichelis,,,Parts,2002,PA,PA,251388,293318,jdemichelis,03/30/2022,requested parts received and scanned in by tech,661-02529,41,
#POTTSVILLE,,PJ1,2161012525641,161012,03/07/2022,received,REPAIR-IPAD6,GG7YRA41JF8J,03/08/2022,tkeyser,,,,,PA,PA,260442,298274,tkeyser,04/19/2022,requested parts received and scanned in by tech,MIPA601-HC,,
#POTTSVILLE,,PJ1,2161012525641,161012,03/07/2022,received,REPAIR-IPAD6,GG7YRA41JF8J,03/08/2022,tkeyser,,,,,PA,PA,257330,298274,tkeyser,04/11/2022,all parts on request used or returned,MIPA601-HC,,
MAYFIELDCITY,,SS1,2161019525679,161019,03/07/2022,received,REPAIR-HP-11G8EE,5CD014G654,03/28/2022,mfoster,,,,,PA,PA,254668,294209,mfoster,04/06/2022,requested parts received and scanned in by tech,AG-11AG8EE-LB00R,,
ROUNDOUTVALLEY,,SB1,2161036525755,161036,03/07/2022,received,REPAIR-IPAD7,F9FCQMP3MF3M,03/11/2022,tkeyser,,,,,PA,PA,260986,301247,tkeyser,04/20/2022,all parts on request used or returned,IPAABAT,,
#AMERICANITSOLU,,PJ1,2161125526171,161125,03/08/2022,hold,REPAIR-IPADPRO12-G3,DLXYD5YQKC51,03/14/2022,zpalczer,,,Response,,PA,PA,250645,292576,zpalczer,03/29/2022,requested parts received and scanned in by tech,IPAP12-B-LCD-3G,,
MAYFIELDCITY,,SS1,2161178526488,161178,03/09/2022,received,REPAIR-HP-11G8EE,5CD0153PH0,04/05/2022,bpearce,,,,,PA,PA,254407,295893,bpearce,04/06/2022,requested parts received and scanned in by tech,AG-11AG8EE-CM00,,
ELPASOISD,,AB1,2161189526530,161189,03/09/2022,received,REPAIR-MBA-11-2015-A1465,C02WN8AYGFWM,03/14/2022,dmelton,,,,,PA,PA,255871,290785,dmelton,04/08/2022,requested parts received and scanned in by tech,661-7473-B,,
ELPASOISD,,AB1,2161189526530,161189,03/09/2022,received,REPAIR-MBA-11-2015-A1465,C02WN8AYGFWM,03/14/2022,dmelton,,,,,PA,PA,255872,290785,dmelton,04/08/2022,requested parts received and scanned in by tech,A1495,,
ELPASOISD,,AB1,2161189526530,161189,03/09/2022,received,REPAIR-MBA-11-2015-A1465,C02WN8AYGFWM,03/14/2022,dmelton,,,,,PA,PA,255873,290785,dmelton,04/08/2022,requested parts received and scanned in by tech,923-0432,,
ELPASOISD,,AB1,2161189526531,161189,03/09/2022,hold,REPAIR-MBA-11-2015-A1465,C02WN4CZGFWM,03/14/2022,dmelton,,,Logicboard,,PA,PA,261649,290805,mstevens,04/21/2022,requested parts received and scanned in by tech,A1465-LVDS-CABLE,,
ELPASOISD,,AB1,2161189526531,161189,03/09/2022,hold,REPAIR-MBA-11-2015-A1465,C02WN4CZGFWM,03/14/2022,dmelton,,,Logicboard,,PA,PA,261734,290805,mstevens,04/21/2022,requested parts received and scanned in by tech,B116XW05V.001-W,,
ELPASOISD,,AB1,2161189526531,161189,03/09/2022,hold,REPAIR-MBA-11-2015-A1465,C02WN4CZGFWM,03/14/2022,dmelton,,,Logicboard,,PA,PA,255655,290805,dmelton,04/07/2022,all parts on request used or returned,A1495,,
ELPASOISD,,AB1,2161216526637,161216,03/09/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLVWZJ1WK,03/15/2022,jdemichelis,,,,,PA,PA,256155,291857,jdemichelis,04/08/2022,requested parts received and scanned in by tech,661-7480-B,,
ELPASOISD,,AB1,2161216526637,161216,03/09/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLVWZJ1WK,03/15/2022,jdemichelis,,,,,PA,PA,256156,291857,jdemichelis,04/08/2022,requested parts received and scanned in by tech,923-0439,,
ELPASOISD,,AB1,2161216526637,161216,03/09/2022,received,REPAIR-MBA-13-2017-A1466,FVFYLVWZJ1WK,03/15/2022,jdemichelis,,,,,PA,PA,256157,291857,jdemichelis,04/08/2022,requested parts received and scanned in by tech,923-0440,,
GRETNAPUBLICSCH,,SB1,2161267526947,161267,03/10/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ9DSGFWM,03/17/2022,mstevens,,,,1189,PA,PA,261941,291441,mstevens,04/21/2022,requested parts received and scanned in by tech,B116XW05V.001-W,,
GRETNAPUBLICSCH,,SB1,2161267526947,161267,03/10/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ9DSGFWM,03/17/2022,mstevens,,,,1189,PA,PA,261942,291441,mstevens,04/21/2022,requested parts received and scanned in by tech,A1465-LVDS-CABLE,,
GRETNAPUBLICSCH,,SB1,2161267526947,161267,03/10/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ9DSGFWM,03/17/2022,mstevens,,,,1189,PA,PA,255149,291441,dmelton,04/07/2022,all parts on request used or returned,661-7473,,
GRETNAPUBLICSCH,,SB1,2161267526947,161267,03/10/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ9DSGFWM,03/17/2022,mstevens,,,,1189,PA,PA,255150,291441,dmelton,04/07/2022,all parts on request used or returned,A1495,,
GRETNAPUBLICSCH,,SB1,2161267526947,161267,03/10/2022,received,REPAIR-MBA-11-2015-A1465,C02WQ9DSGFWM,03/17/2022,mstevens,,,,1189,PA,PA,255151,291441,dmelton,04/07/2022,all parts on request used or returned,923-0429,,
ROBESON,,PJ1,2161279527014,161279,03/10/2022,received,REPAIR-LENOVO-14E,MP1LESWJ,03/15/2022,bgreenawalt,,,,,PA,PA,257394,297490,bgreenawalt,04/11/2022,requested parts received and scanned in by tech,AG-14E-CL00R,,
ROBESON,,PJ1,2161287527090,161287,03/10/2022,received,REPAIR-LENOVO-14E,MP1Q1DF9,03/15/2022,cakelley,,,,,PA,PA,256214,297296,cakelley,04/08/2022,requested parts received and scanned in by tech,AG-14E-PR00R,,
ROBESON,,PJ1,2161291527113,161291,03/10/2022,received,REPAIR-LENOVO-100EG2,PF2QRDDZ,03/15/2022,rsmith,,,,,PA,PA,257229,297501,rsmith,04/11/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2161291527114,161291,03/10/2022,received,REPAIR-LENOVO-100EG2,PF2QR8TH,03/15/2022,rsmith,,,,,PA,PA,257238,297516,rsmith,04/11/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2161291527116,161291,03/10/2022,received,REPAIR-LENOVO-100EG2,PF2QV9GG,03/15/2022,rsmith,,,,,PA,PA,257228,297504,rsmith,04/11/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2161291527122,161291,03/10/2022,received,REPAIR-LENOVO-100EG2,PF2QYL5K,03/15/2022,rsmith,,,,,PA,PA,261915,297506,rsmith,04/21/2022,all parts on request used or returned,AG-100EG2-PR00,,
ROBESON,,PJ1,2161317527286,161317,03/10/2022,received,REPAIR-HP-14-G5,5CD9223NH6,03/15/2022,cakelley,,,,,PA,PA,256749,297649,cakelley,04/11/2022,requested parts received and scanned in by tech,L46563-001,,
ROBESON,,PJ1,2161317527290,161317,03/10/2022,received,REPAIR-HP-14-G5,5CD9223LRZ,03/15/2022,cakelley,,,,,PA,PA,256745,297628,cakelley,04/11/2022,requested parts received and scanned in by tech,AG-14G5-CM00R,,
ROBESON,,PJ1,2161317527290,161317,03/10/2022,received,REPAIR-HP-14-G5,5CD9223LRZ,03/15/2022,cakelley,,,,,PA,PA,256746,297628,cakelley,04/11/2022,requested parts received and scanned in by tech,AG-14G5-CB00,,
ROBESON,,PJ1,2161319527298,161319,03/10/2022,hold,REPAIR-HP-14-G5,5CD9223MRV,03/15/2022,bpearce,,,Parts,,PA,PA,257416,297534,bpearce,04/11/2022,requested parts received and scanned in by tech,AG-14G5T-BC00R,,
MAYFIELDCITY,,SS1,2161346527456,161346,03/11/2022,received,REPAIR-HP-11G8EE,5CD0150TPB,03/17/2022,kdimatteo,,,,,PA,PA,249990,291843,kdimatteo,03/28/2022,requested parts received and scanned in by tech,L89771-001,,
MAYFIELDCITY,,SS1,2161346527456,161346,03/11/2022,received,REPAIR-HP-11G8EE,5CD0150TPB,03/17/2022,kdimatteo,,,,,PA,PA,249992,291843,kdimatteo,03/28/2022,requested parts received and scanned in by tech,AG-11G8EE-HC00,,
MAYFIELDCITY,,SS1,2161346527457,161346,03/11/2022,received,REPAIR-HP-11G8EE,5CD0150TP7,03/17/2022,kdimatteo,,,,,PA,PA,249995,291838,kdimatteo,03/28/2022,requested parts received and scanned in by tech,L89771-001,,
MAYFIELDCITY,,SS1,2161346527457,161346,03/11/2022,received,REPAIR-HP-11G8EE,5CD0150TP7,03/17/2022,kdimatteo,,,,,PA,PA,249997,291838,kdimatteo,03/28/2022,requested parts received and scanned in by tech,AG-11G8EE-HC00,,
MAYFIELDCITY,,SS1,2161346527459,161346,03/11/2022,received,REPAIR-HP-11G8EE,5CD0150W93,03/17/2022,kdimatteo,,,,,PA,PA,249998,291829,kdimatteo,03/28/2022,requested parts received and scanned in by tech,L89771-001,,
MAYFIELDCITY,,SS1,2161346527459,161346,03/11/2022,received,REPAIR-HP-11G8EE,5CD0150W93,03/17/2022,kdimatteo,,,,,PA,PA,250000,291829,kdimatteo,03/28/2022,requested parts received and scanned in by tech,AG-11G8EE-HC00,,
ELPASOISD,,AB1,2161377527639,161377,03/11/2022,hold,REPAIR-MBA-11-2015-A1465,C02TP7PMGFWM,03/28/2022,jdemichelis,,,Parts,,PA,PA,254586,294562,mstevens,04/06/2022,all parts on request used or returned,B116XW05V.001-W,,
PORTALLEGANY,,PJ1,2161386527669,161386,03/11/2022,received,REPAIR-HP-11AG6EE,5CD9297136,03/22/2022,mfoster,,,,,PA,PA,262492,302451,mfoster,04/22/2022,requested parts received and scanned in by tech,L52192-001,,
ROBESON,,PJ1,2161394527692,161394,03/11/2022,received,REPAIR-LENOVO-100EG2,PF2VQ3V7,03/21/2022,dcolligan,,,,,PA,PA,261445,301634,dcolligan,04/21/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
ROBESON,,PJ1,2161394527693,161394,03/11/2022,received,REPAIR-LENOVO-100EG2,PF2QVV6N,03/21/2022,dcolligan,,,,,PA,PA,261482,301658,dcolligan,04/21/2022,all parts on request used or returned,B116XTN02.3-HW:0A/FW:0,,
ELPASOISD,,AB1,2161407527818,161407,03/11/2022,received,REPAIR-MBA-11-LCD,C02TQ0R1GFWM,03/28/2022,kfranklin,,,,,PA,PA,265354,304477,kfranklin,04/29/2022,all parts on request used or returned,B116XW05V.001-W,,
ELPASOISD,,AB1,2161407527819,161407,03/11/2022,received,REPAIR-MBA-11-LCD,C02TQ158GFWM,03/28/2022,kfranklin,,,,,PA,PA,265357,304863,kfranklin,04/29/2022,requested parts received and scanned in by tech,B116XW05V.001-W,,
ELPASOISD,,AB1,2161407527820,161407,03/11/2022,received,REPAIR-MBA-11-LCD,C02TQ0GEGFWM,03/28/2022,kfranklin,,,,,PA,PA,265356,304470,kfranklin,04/29/2022,all parts on request used or returned,B116XW05V.001-W,,
ELPASOISD,,AB1,2161407527821,161407,03/11/2022,received,REPAIR-MBA-11-LCD,C02TQ1V9GFWM,03/28/2022,kfranklin,,,,,PA,PA,265353,304860,kfranklin,04/29/2022,all parts on request used or returned,B116XW05V.001-W,,
NEWBURGH,,AB1,2161443528024,161443,03/14/2022,hold,REPAIR-DELL-CRM3189,58t6vn2   20187298,03/18/2022,bgreenawalt,,,Logicboard,,PA,PA,258066,298805,bgreenawalt,04/12/2022,all parts on request used or returned,AG-3189-DC00,,
NEWBURGH,,AB1,2161443528025,161443,03/14/2022,received,REPAIR-DELL-CRM3189,7trstn2   20183348,03/18/2022,bgreenawalt,,,,,PA,PA,258921,298814,bgreenawalt,04/14/2022,all parts on request used or returned,AG-3189-DC00,,
NEWBURGH,,AB1,2161443528025,161443,03/14/2022,received,REPAIR-DELL-CRM3189,7trstn2   20183348,03/18/2022,bgreenawalt,,,,,PA,PA,258922,298814,bgreenawalt,04/14/2022,all parts on request used or returned,AG-3189-PR00,,
NEWBURGH,,AB1,2161443528026,161443,03/14/2022,received,REPAIR-DELL-CRM3189,hz88vn2   20187225,03/18/2022,bgreenawalt,,,,,PA,PA,258954,298817,bgreenawalt,04/14/2022,requested parts received and scanned in by tech,AG-3189-PR00,,
NEWBURGH,,AB1,2161443528029,161443,03/14/2022,received,REPAIR-DELL-CRM3189,fcvxrn2   20186372,03/18/2022,bgreenawalt,,,,,PA,PA,258932,298799,bgreenawalt,04/14/2022,requested parts received and scanned in by tech,AG-3189-PR00,,
NEWBURGH,,AB1,2161443528029,161443,03/14/2022,received,REPAIR-DELL-CRM3189,fcvxrn2   20186372,03/18/2022,bgreenawalt,,,,,PA,PA,258933,298799,bgreenawalt,04/14/2022,requested parts received and scanned in by tech,AG-3189-KB00,,
NEWBURGH,,AB1,2161443528035,161443,03/14/2022,hold,REPAIR-DELL-CRM3100,43N00Z2   20188321,03/18/2022,bgreenawalt,,,Logicboard,,PA,PA,258898,298757,bgreenawalt,04/14/2022,requested parts received and scanned in by tech,AG-51902IN1-KB00,3,
NEWBURGH,,AB1,2161455528096,161455,03/14/2022,hold,REPAIR-DELL-CRM3100,G8JF063  20210980,03/18/2022,bgreenawalt,,,Logicboard,,PA,PA,258278,298706,bgreenawalt,04/13/2022,requested parts received and scanned in by tech,AG-31002IN1-US00R,,
NEWBURGH,,AB1,2161455528100,161455,03/14/2022,hold,REPAIR-DELL-CRM3100,5H8P633   20210685,03/18/2022,bgreenawalt,,,Logicboard,,PA,PA,257919,298718,bgreenawalt,04/12/2022,requested parts received and scanned in by tech,AG-51902IN1-KB00,,
NEWBURGH,,AB1,2161455528101,161455,03/14/2022,received,REPAIR-DELL-CRM3100,3HJNN53,03/18/2022,bgreenawalt,,,,,PA,PA,257974,298711,bgreenawalt,04/12/2022,requested parts received and scanned in by tech,AG-51902IN1-KB00,,
NEWBURGH,,AB1,2161455528101,161455,03/14/2022,received,REPAIR-DELL-CRM3100,3HJNN53,03/18/2022,bgreenawalt,,,,,PA,PA,257975,298711,bgreenawalt,04/12/2022,requested parts received and scanned in by tech,AG-31002IN1-BC00R,,
NEWBURGH,,AB1,2161455528101,161455,03/14/2022,received,REPAIR-DELL-CRM3100,3HJNN53,03/18/2022,bgreenawalt,,,,,PA,PA,257976,298711,bgreenawalt,04/12/2022,requested parts received and scanned in by tech,RJR6J,,
NEWBURGH,,AB1,2161455528103,161455,03/14/2022,hold,REPAIR-DELL-CRM3100,8HFGN53   20211477,03/18/2022,bgreenawalt,,,Logicboard,,PA,PA,257968,298745,bgreenawalt,04/12/2022,requested parts received and scanned in by tech,AG-51902IN1-KB00,,
